Alabama,2015,3.96,1.43,4.17,27.19,253.17,81.85,N/A*,,,,,,,
Alabama,2016,3.81,1.34,3.98,27.17,266.67,82.02,N/A*,,,,,,,
Alabama,2017,4.19,1.61,4.42,27.72,239.06,85.06,N/A*,,,,,,,
Alabama,2018,4.71,1.29,4.89,27.72,234.95,83.56,N/A*,,,,,,,
Alaska,1978,9.72,1.58,9.99,29.30,89.70,84.20,N/A*,,,,,,,
Alaska,1979,9.78,2.00,10.13,29.20,89.40,83.70,N/A*,,,,,,,
Alaska,1980,9.70,1.49,9.95,29.80,95.30,88.10,N/A*,,,,,,,
Alaska,1981,10.71,1.65,10.99,29.70,104.10,87.30,N/A*,,,,,,,
Alaska,1982,11.92,1.67,12.24,25.30,105.30,86.00,N/A*,,,,,,,
Alaska,1983,10.59,1.20,10.82,18.30,120.00,86.70,N/A*,,,,,,,
Alaska,1984,11.02,1.29,11.27,17.90,131.30,85.20,N/A*,,,,,,,
Alaska,1985,10.54,1.19,10.86,18.50,134.50,85.70,N/A*,,,,,,,
Alaska,1986,9.76,1.31,9.79,19.50,158.90,81.80,5,,,,,,,
Alaska,1987,9.03,0.96,8.81,23.20,147.90,79.40,6,,,,,,,
Alaska,1988,9.77,1.53,10.02,29.70,99.50,79.91,5,,,,,,,
Alaska,1989,8.97,1.82,9.26,29.30,104.40,88.10,21,,,,,,,
Alaska,1990,9.16,1.73,9.42,58.90,133.80,86.70,11,,,,,,,
Alaska,1991,9.41,1.57,9.67,27.80,147.20,80.60,8,,,,,,,
Alaska,1992,7.32,1.77,7.62,23.10,146.30,73.80,16,,,,,,,
Alaska,1993,6.79,0.72,6.92,19.40,168.90,72.10,12,,,,,,,
Alaska,1994,7.60,1.00,7.78,26.20,180.50,78.40,32,,,,,,,
Alaska,1995,7.66,1.10,7.84,23.70,168.50,82.10,14,,,,,,,
Alaska,1996,7.62,1.54,7.88,24.10,167.10,75.70,21,,,,,,,
Alaska,1997,7.89,1.53,8.15,25.80,175.00,80.70,2,,,,,,,
Alaska,1998,7.01,1.00,7.17,27.40,192.30,81.40,2,,,,,,,
Alaska,1999,7.55,1.13,7.73,27.10,182.30,79.70,5,,,,,,,
Alaska,2000,8.20,1.03,8.37,27.90,188.10,79.20,6,,,,,,,
Alaska,2001,6.88,1.12,7.05,28.50,189.30,80.80,6,,,,,,,
Alaska,2002,6.31,1.14,6.49,27.70,208.00,77.10,10,,,,,,,
Alaska,2003,5.55,1.33,5.75,26.80,191.10,81.30,2,,,,,,,
Alaska,2004,5.59,1.30,5.78,28.40,203.20,77.10,8,,,,,,,
Alaska,2005,5.86,1.11,6.02,28.44,239.87,78.26,7,,,,,,,
Alaska,2006,6.39,0.97,6.54,29.16,249.73,78.66,3,,,,,,,
Alaska,2007,6.29,1.04,6.44,29.26,267.78,80.56,3,,,,,,,
Alaska,2008,6.01,1.06,6.17,27.50,280.69,77.35,N/A*,,,,,,,
Alaska,2009,4.96,0.85,5.08,28.93,316.33,76.55,1,,,,,,,
Alaska,2010,4.65,0.90,4.77,25.69,317.04,74.54,4,,,,,,,
Alaska,2011,4.49,0.94,4.63,28.29,352.60,75.89,N/A*,,,,,,,
Alaska,2012,3.65,0.89,3.73,27.85,337.46,77.69,8,,,,,,,
Alaska,2013,3.78,1.08,3.94,27.50,345.27,81.13,N/A*,,,,,,,
Alaska,2014,4.13,1.13,4.29,27.90,355.86,82.78,N/A*,,,,,,,
Alaska,2015,3.85,1.12,3.98,28.44,372.76,82.19,N/A*,,,,,,,
Alaska,2016,3.74,1.20,3.88,28.01,351.12,84.96,N/A*,,,,,,,
Alaska,2017,4.04,1.05,4.18,28.12,358.04,84.31,N/A*,,,,,,,
Alaska,2018,4.55,1.02,4.67,28.16,367.94,84.12,N/A*,,,,,,,
Arizona,1978,9.40,2.03,9.74,29.30,57.30,77.80,N/A*,,,,,,,
Arizona,1979,10.71,1.99,11.06,29.40,66.90,76.40,N/A*,,,,,,,
Arizona,1980,12.26,2.13,12.65,29.60,83.40,75.10,N/A*,,,,,,,
Arizona,1981,13.64,3.00,14.28,28.00,82.10,78.40,N/A*,,,,,,,
Arizona,1982,14.34,3.59,15.08,28.90,83.80,80.20,N/A*,,,,,,,
Arizona,1983,12.08,2.90,12.62,29.60,95.90,79.60,N/A*,,,,,,,
Arizona,1984,12.04,2.59,12.53,29.60,98.00,80.20,N/A*,,,,,,,
Arizona,1985,10.98,2.70,11.47,28.50,109.30,77.10,N/A*,,,,,,,
Arizona,1986,9.69,2.33,10.08,28.70,121.70,73.90,32,,,,,,,
Arizona,1987,8.85,2.25,9.22,28.90,126.10,75.80,46,,,,,,,
Arizona,1988,8.92,2.10,9.27,28.90,117.20,76.40,52,,,,,,,
Arizona,1989,9.82,2.32,10.21,28.50,123.50,73.90,25,,,,,,,
Arizona,1990,9.95,2.11,10.31,28.10,111.80,74.90,9,,,,,,,
Arizona,1991,9.18,1.56,9.44,27.90,118.40,75.80,15,,,,,,,
Arizona,1992,7.83,1.91,8.15,27.30,121.20,77.40,18,,,,,,,
Arizona,1993,6.98,1.63,7.23,27.30,119.40,74.40,11,,,,,,,
Arizona,1994,7.04,1.71,7.31,28.10,126.70,77.60,39,,,,,,,
Arizona,1995,7.29,0.87,7.42,28.60,128.60,79.00,46,,,,,,,
Arizona,1996,7.54,0.89,7.68,28.10,145.40,77.50,27,,,,,,,
Arizona,1997,7.56,1.09,7.74,27.10,158.70,78.50,16,,,,,,,
Arizona,1998,7.05,0.97,7.19,28.40,163.10,78.80,9,,,,,,,
Arizona,1999,7.24,0.94,7.38,28.70,167.80,79.30,17,,,,,,,
Arizona,2000,7.99,0.83,8.12,28.90,169.00,78.90,19,,,,,,,
Arizona,2001,7.00,0.68,7.10,28.20,175.80,80.10,12,,,,,,,
Arizona,2002,6.51,0.68,6.62,27.80,180.80,77.70,18,,,,,,,
Arizona,2003,5.72,0.52,5.80,27.10,193.60,74.80,19,,,,,,,
Arizona,2004,5.73,0.58,5.81,27.80,207.20,75.30,35,,,,,,,
Arizona,2005,5.86,0.39,5.92,28.57,280.48,72.91,39,,,,,,,
Arizona,2006,6.57,0.46,6.63,29.43,313.36,74.32,32,,,,,,,
Arizona,2007,6.46,0.65,6.56,29.91,302.83,77.56,15,,,,,,,
Arizona,2008,6.12,0.78,6.23,28.75,299.44,75.05,N/A*,,,,,,,
Arizona,2009,5.15,0.92,5.28,28.59,252.15,73.66,3,,,,,,,
Arizona,2010,4.81,1.19,4.98,27.35,237.08,74.06,5,,,,,,,
Arizona,2011,4.63,1.49,4.85,28.30,232.40,75.96,N/A*,,,,,,,
Arizona,2012,3.73,1.41,3.92,27.79,255.87,76.49,9,,,,,,,
Arizona,2013,3.85,1.41,4.04,27.81,277.12,77.83,N/A*,,,,,,,
Arizona,2014,4.18,1.52,4.40,28.13,300.88,76.83,N/A*,,,,,,,
Arizona,2015,3.91,1.53,4.12,28.25,334.35,76.74,N/A*,,,,,,,
Arizona,2016,3.76,1.45,3.96,28.50,350.94,78.09,N/A*,,,,,,,
Arizona,2017,4.03,1.42,4.23,28.78,341.95,79.32,N/A*,,,,,,,
Arizona,2018,4.66,1.38,4.86,28.64,327.86,77.96,N/A*,,,,,,,
Arkansas,1978,9.31,1.03,9.49,25.00,38.60,74.70,N/A*,,,,,,,
Arkansas,1979,9.21,1.34,9.43,28.10,53.20,78.90,N/A*,,,,,,,
Arkansas,1980,10.56,1.98,10.91,28.70,62.00,79.60,N/A*,,,,,,,
Arkansas,1981,12.67,2.46,13.17,27.60,67.60,75.80,N/A*,,,,,,,
Arkansas,1982,13.85,2.73,14.41,27.20,64.90,76.90,N/A*,,,,,,,
Arkansas,1983,12.08,2.47,12.55,26.50,61.80,79.90,N/A*,,,,,,,
Arkansas,1984,11.48,3.25,12.08,27.80,60.20,83.00,N/A*,,,,,,,
Arkansas,1985,10.22,2.67,10.33,25.30,78.00,75.00,N/A*,,,,,,,
Arkansas,1986,9.86,3.04,9.38,27.20,88.70,76.40,21,,,,,,,
Arkansas,1987,8.88,2.81,8.64,28.10,104.40,78.34,47,,,,,,,
Arkansas,1988,8.20,2.30,9.93,27.00,85.60,77.40,71,,,,,,,
Arkansas,1989,9.54,2.62,10.20,25.70,97.90,80.50,36,,,,,,,
Arkansas,1990,9.75,1.93,9.61,28.10,111.30,78.20,19,,,,,,,
Arkansas,1991,9.29,1.88,8.31,25.80,100.40,81.70,7,,,,,,,
Arkansas,1992,7.99,1.88,8.31,25.80,100.40,81.70,16,,,,,,,
Arkansas,1993,7.00,1.38,7.25,24.00,103.40,80.70,14,,,,,,,
Arkansas,1994,6.90,0.97,7.07,20.20,86.40,68.20,57,,,,,,,
Arkansas,1995,7.32,0.98,7.49,20.50,106.90,73.70,52,,,,,,,
Arkansas,1996,7.35,0.88,7.51,21.70,113.30,71.00,50,,,,,,,
Arkansas,1997,7.40,0.94,7.56,23.10,109.00,74.40,38,,,,,,,
Arkansas,1998,6.88,0.92,7.02,25.50,115.60,79.00,18,,,,,,,
Arkansas,1999,7.29,0.85,7.42,27.80,122.70,82.90,14,,,,,,,
Arkansas,2000,7.98,0.78,8.10,28.50,113.70,87.00,11,,,,,,,
Arkansas,2001,6.82,0.61,6.91,28.10,115.50,87.60,9,,,,,,,
Arkansas,2002,6.55,0.41,6.61,27.40,131.30,82.60,12,,,,,,,
Arkansas,2003,5.84,0.31,5.89,26.60,139.50,78.20,12,,,,,,,
Arkansas,2004,6.00,0.44,6.07,27.40,144.40,80.70,24,,,,,,,
Arkansas,2005,5.94,0.51,6.02,28.04,161.03,81.18,23,,,,,,,
Arkansas,2006,6.52,0.34,6.57,29.06,156.18,84.87,9,,,,,,,
Arkansas,2007,6.47,0.24,6.50,29.98,142.98,88.71,2,,,,,,,
Arkansas,2008,6.15,0.34,6.20,28.87,183.28,84.24,N/A*,,,,,,,
Arkansas,2009,4.93,0.39,4.99,27.04,212.74,78.92,4,,,,,,,
Arkansas,2010,4.70,0.49,4.78,25.47,216.02,74.80,1,,,,,,,
Arkansas,2011,4.57,0.65,4.66,26.79,214.60,80.73,N/A*,,,,,,,
Arkansas,2012,3.68,0.84,3.77,26.09,218.44,76.70,15,,,,,,,
Arkansas,2013,3.94,0.85,4.08,25.30,194.97,84.65,N/A*,,,,,,,
Arkansas,2014,4.12,1.10,4.28,27.52,240.28,80.78,N/A*,,,,,,,
Arkansas,2015,3.88,1.02,4.02,27.09,247.21,80.71,N/A*,,,,,,,
Arkansas,2016,3.75,1.06,3.88,27.28,256.05,82.21,N/A*,,,,,,,
Arkansas,2017,4.08,1.16,4.25,27.29,231.67,83.77,N/A*,,,,,,,
Arkansas,2018,4.61,1.07,4.73,27.57,263.53,80.87,N/A*,,,,,,,
California,1978,9.76,1.40,9.99,29.60,80.60,75.30,N/A*,,,,,,,
California,1979,10.94,1.42,11.19,29.80,91.20,74.70,N/A*,,,,,,,
California,1980,12.86,1.56,13.16,29.70,110.40,75.50,N/A*,,,,,,,
California,1981,14.57,1.93,15.04,27.60,113.90,75.90,N/A*,,,,,,,
California,1982,14.63,1.92,15.04,29.00,121.50,75.30,N/A*,,,,,,,
California,1983,11.87,1.90,12.22,29.50,129.40,77.50,N/A*,,,,,,,
California,1984,11.81,1.89,12.15,30.00,130.20,79.30,N/A*,,,,,,,
California,1985,11.23,1.86,11.56,29.00,143.10,77.20,N/A*,,,,,,,
California,1986,9.61,1.87,9.92,28.90,154.80,76.80,47,,,,,,,
California,1987,8.64,1.75,8.92,29.40,164.30,77.60,58,,,,,,,
California,1988,8.67,1.46,8.90,29.70,182.70,76.98,70,,,,,,,
California,1989,9.65,1.55,9.90,29.80,199.60,75.60,46,,,,,,,
California,1990,9.52,1.47,9.76,29.02,204.29,75.10,42,,,,,,,
California,1991,8.87,1.27,9.07,28.30,215.90,73.50,33,,,,,,,
California,1992,7.37,1.44,7.61,28.30,225.40,76.00,41,,,,,,,
California,1993,6.37,1.18,6.55,29.30,216.10,76.50,46,,,,,,,
California,1994,6.27,1.12,6.43,30.60,220.80,79.80,63,,,,,,,
California,1995,7.10,1.13,7.27,30.10,220.90,79.40,50,,,,,,,
California,1996,7.35,1.04,7.51,29.00,231.60,78.10,38,,,,,,,
California,1997,7.26,1.07,7.42,29.00,242.00,76.80,32,,,,,,,
California,1998,6.78,0.87,6.91,28.80,265.80,74.00,30,,,,,,,
California,1999,6.65,0.69,6.75,29.00,277.10,74.80,47,,,,,,,
California,2000,7.18,0.49,7.26,29.40,300.20,74.90,52,,,,,,,
California,2001,6.78,0.42,6.84,27.90,328.30,70.40,26,,,,,,,
California,2002,6.20,0.36,6.25,27.10,350.00,68.60,30,,,,,,,
California,2003,5.54,0.19,5.57,26.40,378.60,65.20,29,,,,,,,
California,2004,5.48,0.20,5.51,28.00,434.50,68.60,58,,,,,,,
California,2005,5.65,0.18,5.67,28.79,516.69,66.99,59,,,,,,,
California,2006,6.49,0.23,6.53,29.92,545.08,71.69,46,,,,,,,
California,2007,6.38,0.38,6.43,30.52,513.02,75.94,25,,,,,,,
California,2008,6.13,0.39,6.19,28.35,461.94,71.19,N/A*,,,,,,,
California,2009,5.08,0.47,5.15,29.16,462.97,72.01,3,,,,,,,
California,2010,4.83,0.86,4.95,28.90,488.28,71.59,7,,,,,,,
California,2011,4.54,1.28,4.72,28.92,478.60,71.78,N/A*,,,,,,,
California,2012,3.69,1.21,3.85,28.49,532.35,71.53,16,,,,,,,
California,2013,3.85,1.18,4.01,28.69,585.83,72.73,N/A*,,,,,,,
California,2014,4.04,1.25,4.21,29.14,606.52,73.93,N/A*,,,,,,,
California,2015,3.80,1.18,3.96,29.15,662.60,73.16,N/A*,,,,,,,
California,2016,3.63,1.17,3.77,29.46,672.86,74.86,N/A*,,,,,,,
California,2017,3.94,1.11,4.08,29.43,668.36,75.01,N/A*,,,,,,,
California,2018,4.38,1.04,4.53,29.43,714.88,73.41,N/A*,,,,,,,
Colorado,1978,9.65,1.37,9.23,29.10,53.10,77.10,N/A*,,,,,,,
Colorado,1979,10.72,1.44,10.98,29.50,71.90,77.20,N/A*,,,,,,,
Colorado,1980,11.66,1.73,11.97,29.60,77.00,78.10,N/A*,,,,,,,
Colorado,1981,12.93,2.00,13.33,29.40,79.10,80.10,N/A*,,,,,,,
Colorado,1982,13.92,2.73,14.51,27.60,80.30,80.10,N/A*,,,,,,,
Colorado,1983,12.32,2.52,12.80,27.70,103.50,79.60,N/A*,,,,,,,
Colorado,1984,12.09,2.48,12.56,28.40,103.10,80.30,N/A*,,,,,,,
Colorado,1985,11.08,2.12,11.46,28.10,112.20,78.60,N/A*,,,,,,,
Colorado,1986,9.83,1.74,10.13,26.80,127.60,73.40,34,,,,,,,
Colorado,1987,8.88,1.79,9.17,28.20,123.80,78.10,45,,,,,,,
Colorado,1988,9.10,1.68,9.38,27.70,118.60,76.44,49,,,,,,,
Colorado,1989,9.62,1.47,9.86,27.30,129.70,74.30,37,,,,,,,
Colorado,1990,9.81,1.26,10.02,25.66,129.92,73.90,23,,,,,,,
Colorado,1991,9.14,1.57,9.40,26.60,125.10,73.50,17,,,,,,,
Colorado,1992,7.80,1.36,8.04,24.40,130.40,75.60,18,,,,,,,
Colorado,1993,6.66,0.99,6.83,25.20,149.20,74.70,30,,,,,,,
Colorado,1994,6.84,0.98,6.99,27.50,165.50,76.20,55,,,,,,,
Colorado,1995,7.64,0.84,7.78,28.20,172.50,76.60,47,,,,,,,
Colorado,1996,7.59,0.76,7.72,27.30,176.70,73.80,39,,,,,,,
Colorado,1997,7.58,0.79,7.70,27.60,181.00,76.80,25,,,,,,,
Colorado,1998,6.96,0.73,7.07,28.40,194.50,76.50,10,,,,,,,
Colorado,1999,7.20,0.68,7.30,28.70,210.30,75.90,20,,,,,,,
Colorado,2000,7.81,0.63,7.91,29.00,235.20,74.60,26,,,,,,,
Colorado,2001,6.91,0.53,6.99,28.50,254.90,73.60,17,,,,,,,
Colorado,2002,6.28,0.58,6.37,28.40,265.60,73.00,32,,,,,,,
Colorado,2003,5.54,0.45,5.61,28.20,258.00,73.70,30,,,,,,,
Colorado,2004,5.56,0.55,5.64,29.00,280.80,74.70,53,,,,,,,
Colorado,2005,5.74,0.54,5.82,28.85,310.23,73.15,39,,,,,,,
Colorado,2006,6.52,0.58,6.60,28.65,297.47,74.90,28,,,,,,,
Colorado,2007,6.40,0.81,6.51,29.29,297.59,75.59,12,,,,,,,
Colorado,2008,6.00,0.93,6.13,28.53,296.75,77.52,N/A*,,,,,,,
Colorado,2009,5.06,0.94,5.19,28.29,276.71,75.88,2,,,,,,,
Colorado,2010,4.88,0.96,5.02,28.34,309.34,75.09,4,,,,,,,
Colorado,2011,4.67,1.02,4.82,27.67,290.90,75.92,N/A*,,,,,,,
Colorado,2012,3.67,1.09,3.81,27.88,347.52,76.08,10,,,,,,,
Colorado,2013,3.87,1.19,4.03,27.85,358.81,77.75,N/A*,,,,,,,
Colorado,2014,4.13,1.25,4.31,28.54,401.73,77.26,N/A*,,,,,,,
Colorado,2015,3.89,1.18,4.06,28.58,430.02,76.91,N/A*,,,,,,,
Colorado,2016,3.65,1.11,3.80,28.71,473.41,77.49,N/A*,,,,,,,
Colorado,2017,3.97,1.09,4.11,28.81,462.85,76.57,N/A*,,,,,,,
Colorado,2018,4.55,1.02,4.69,28.78,497.49,75.42,N/A*,,,,,,,
Connecticut,1978,9.00,0.78,9.13,28.40,70.50,70.60,N/A*,,,,,,,
Connecticut,1979,10.61,1.33,10.85,28.80,80.10,69.00,N/A*,,,,,,,
Connecticut,1980,12.68,2.10,13.08,28.60,85.80,68.80,N/A*,,,,,,,
Connecticut,1981,14.90,2.33,15.39,28.80,92.50,66.70,N/A*,,,,,,,
Connecticut,1982,15.09,2.49,15.62,28.60,102.90,66.50,N/A*,,,,,,,
Connecticut,1983,12.31,2.22,12.73,28.20,104.00,68.20,N/A*,,,,,,,
Connecticut,1984,11.96,2.14,12.36,28.10,110.10,70.30,N/A*,,,,,,,
Connecticut,1985,10.87,2.31,11.28,28.20,122.60,72.40,N/A*,,,,,,,
Connecticut,1986,9.50,2.04,9.84,27.90,151.70,68.20,45,,,,,,,
Connecticut,1987,8.40,2.00,8.72,29.00,176.60,69.80,64,,,,,,,
Connecticut,1988,8.32,1.79,8.60,29.30,182.40,71.50,78,,,,,,,
Connecticut,1989,9.43,1.75,9.71,29.40,190.20,72.70,48,,,,,,,
Connecticut,1990,9.48,1.72,9.77,27.97,177.21,71.20,30,,,,,,,
Connecticut,1991,8.50,1.44,8.74,28.70,169.60,74.90,40,,,,,,,
Connecticut,1992,7.53,1.81,7.84,26.40,201.00,71.00,26,,,,,,,
Connecticut,1993,6.60,1.38,6.83,26.30,197.20,71.70,27,,,,,,,
Connecticut,1994,6.59,1.25,6.78,28.40,189.70,75.10,52,,,,,,,
Connecticut,1995,7.25,1.11,7.42,28.80,166.00,78.80,34,,,,,,,
Connecticut,1996,7.35,1.18,7.53,28.10,180.40,77.90,31,,,,,,,
Connecticut,1997,7.28,0.91,7.42,28.60,196.40,79.10,27,,,,,,,
Connecticut,1998,6.89,0.91,7.02,28.70,210.40,78.40,15,,,,,,,
Connecticut,1999,7.04,0.80,7.16,28.50,227.80,76.40,22,,,,,,,
Connecticut,2000,7.84,0.74,7.96,28.70,249.30,73.60,26,,,,,,,
Connecticut,2001,6.96,0.66,7.06,27.70,259.00,73.20,14,,,,,,,
Connecticut,2002,6.44,0.41,6.51,27.50,303.40,73.60,19,,,,,,,
Connecticut,2003,5.68,0.26,5.72,26.80,299.00,69.90,17,,,,,,,
Connecticut,2004,5.63,0.30,5.67,28.10,344.80,71.70,34,,,,,,,
Connecticut,2005,5.73,0.27,5.77,28.63,382.50,72.17,29,,,,,,,
Connecticut,2006,6.40,0.25,6.44,29.36,395.15,74.96,19,,,,,,,
Connecticut,2007,6.39,0.22,6.42,29.45,372.90,77.35,8,,,,,,,
Connecticut,2008,6.05,0.32,6.09,28.94,374.22,76.11,N/A*,,,,,,,
Connecticut,2009,4.93,0.36,4.99,28.74,397.44,71.90,3,,,,,,,
Connecticut,2010,4.86,0.46,4.92,28.46,416.72,70.85,3,,,,,,,
Connecticut,2011,4.51,0.66,4.60,28.25,459.10,70.65,N/A*,,,,,,,
Connecticut,2012,3.61,0.63,3.67,27.70,515.79,71.16,20,,,,,,,
Connecticut,2013,3.76,0.82,3.84,27.00,456.37,76.51,N/A*,,,,,,,
Connecticut,2014,4.03,1.12,4.19,28.62,473.25,78.52,N/A*,,,,,,,
Connecticut,2015,3.77,0.99,3.90,28.86,502.82,76.03,N/A*,,,,,,,
Connecticut,2016,3.61,0.91,3.69,28.77,517.69,77.04,N/A*,,,,,,,
Connecticut,2017,3.95,0.92,3.92,28.59,458.90,77.61,N/A*,,,,,,,
Connecticut,2018,4.47,0.96,4.57,28.67,503.64,77.30,N/A*,,,,,,,
Delaware,1978,9.13,0.13,9.15,19.90,50.80,74.80,N/A*,,,,,,,
Delaware,1979,10.62,0.30,10.67,21.50,45.90,69.50,N/A*,,,,,,,
Delaware,1980,12.65,0.37,12.72,18.50,55.50,60.80,N/A*,,,,,,,
Delaware,1981,15.07,1.39,15.39,22.00,59.80,67.90,N/A*,,,,,,,
Delaware,1982,14.23,2.31,14.72,27.20,69.30,76.40,N/A*,,,,,,,
Delaware,1983,13.50,1.19,13.74,19.30,83.00,60.30,N/A*,,,,,,,
Delaware,1984,13.59,1.77,13.95,19.60,97.40,68.20,N/A*,,,,,,,
Delaware,1985,12.59,2.31,13.03,21.90,101.90,61.40,N/A*,,,,,,,
Delaware,1986,10.16,3.00,10.71,20.80,115.20,67.00,15,,,,,,,
Delaware,1987,9.66,2.63,10.15,19.00,116.20,66.70,6,,,,,,,
Delaware,1988,9.67,2.82,10.20,20.40,122.70,70.68,22,,,,,,,
Delaware,1989,9.87,3.01,10.42,22.30,113.70,73.00,29,,,,,,,
Delaware,1990,9.59,2.82,10.08,26.72,125.39,76.36,18,,,,,,,
Delaware,1991,9.21,2.34,9.60,28.70,125.20,78.70,17,,,,,,,
Delaware,1992,7.85,2.70,8.33,25.50,148.30,79.40,7,,,,,,,
Delaware,1993,6.84,1.75,7.11,26.00,164.30,77.10,11,,,,,,,
Delaware,1994,7.32,1.92,7.63,27.40,142.00,77.60,29,,,,,,,
Delaware,1995,7.54,1.85,7.84,28.20,142.10,83.00,24,,,,,,,
Delaware,1996,7.45,1.87,7.75,28.00,149.40,81.90,15,,,,,,,
Delaware,1997,7.54,1.48,7.78,28.50,155.80,82.20,10,,,,,,,
Delaware,1998,6.97,1.27,7.16,28.90,168.80,80.10,4,,,,,,,
Delaware,1999,7.21,1.05,7.37,28.50,177.30,78.50,9,,,,,,,
Delaware,2000,8.01,0.97,8.16,28.90,180.20,77.80,12,,,,,,,
Delaware,2001,6.92,0.74,7.03,28.10,207.70,77.50,5,,,,,,,
Delaware,2002,6.53,0.60,6.62,28.50,222.10,76.90,9,,,,,,,
Delaware,2003,5.87,0.48,5.94,28.30,256.00,74.80,7,,,,,,,
Delaware,2004,5.78,0.40,5.84,28.70,273.90,75.10,20,,,,,,,
Delaware,2005,6.13,0.33,6.18,29.16,326.23,74.29,9,,,,,,,
Delaware,2006,6.59,0.65,6.69,29.68,368.52,74.59,7,,,,,,,
Delaware,2007,6.33,0.69,6.43,29.48,364.35,74.08,4,,,,,,,
Delaware,2008,5.97,0.53,6.04,29.41,352.36,73.28,N/A*,,,,,,,
Delaware,2009,4.97,0.95,5.10,29.16,328.93,70.07,1,,,,,,,
Delaware,2010,4.74,0.73,4.84,28.80,325.12,70.46,1,,,,,,,
Delaware,2011,4.57,0.68,4.66,28.39,329.30,72.43,N/A*,,,,,,,
Delaware,2012,3.64,0.86,3.67,28.55,334.90,73.27,4,,,,,,,
Delaware,2013,3.92,0.99,4.03,28.24,338.87,76.05,N/A*,,,,,,,
Delaware,2014,4.16,1.12,4.28,28.42,351.05,74.75,N/A*,,,,,,,
Delaware,2015,3.99,1.35,4.09,28.68,381.81,75.50,N/A*,,,,,,,
